ID,Source file and JSON path,Group,Exact screen/card,English source,Complete intended meaning,Current Kannada,Literal meaning of current Kannada,Missing meaning,Added meaning,Grammar problem,Spelling problem,Word-order problem,Register problem,Punctuation problem,Fragment composition,Display/narration/both,Runtime consumer,Proposed complete Kannada display,Proposed complete Kannada narration,Names/numbers/acronyms preserved,Human approval status,Defective,Reviewer correction,Reviewer decision,Reviewer name,Review date
kn.departments.ece.placement,backend/data/locales/kn.json#departments.ece.placement,9. Placements,Department card — ece / placement,"We run dedicated Centers of Excellence in 5G and IoT, directly connecting students to top tech manufacturers and research labs.","Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: We run dedicated Centers of Excellence in 5G and IoT, directly connecting students to top tech manufacturers and research labs.","ನಾವು 5G ಮತ್ತು IoT ಯಲ್ಲಿ ಮೀಸಲಾದ ಸೆಂಟರ್ ಆಫ್ ಎಕ್ಸಲೆನ್ಸ್ ಅನ್ನು ನಡೆಸುತ್ತೇವೆ, ಉನ್ನತ ತಂತ್ರಜ್ಞಾನ ತಯಾರಕರು ಮತ್ತು ಸಂಶೋಧನಾ ಪ್ರಯೋಗಾಲಯಗಳಿಗೆ ನೇರವಾಗಿ ವಿದ್ಯಾರ್ಥಿಗಳನ್ನು ಸಂಪರ್ಕಿಸುತ್ತೇವೆ.","Working literal gloss: We run dedicated Centers of Excellence in 5G and IoT, directly connecting students to top tech manufacturers and research labs.",No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend content adapters/unit narration + frontend department card locale imports,"ನಾವು 5G ಮತ್ತು IoT ಯಲ್ಲಿ ಮೀಸಲಾದ ಸೆಂಟರ್ ಆಫ್ ಎಕ್ಸಲೆನ್ಸ್ ಅನ್ನು ನಡೆಸುತ್ತೇವೆ, ಉನ್ನತ ತಂತ್ರಜ್ಞಾನ ತಯಾರಕರು ಮತ್ತು ಸಂಶೋಧನಾ ಪ್ರಯೋಗಾಲಯಗಳಿಗೆ ನೇರವಾಗಿ ವಿದ್ಯಾರ್ಥಿಗಳನ್ನು ಸಂಪರ್ಕಿಸುತ್ತೇವೆ.","ನಾವು 5G ಮತ್ತು IoT ಯಲ್ಲಿ ಮೀಸಲಾದ ಸೆಂಟರ್ ಆಫ್ ಎಕ್ಸಲೆನ್ಸ್ ಅನ್ನು ನಡೆಸುತ್ತೇವೆ, ಉನ್ನತ ತಂತ್ರಜ್ಞಾನ ತಯಾರಕರು ಮತ್ತು ಸಂಶೋಧನಾ ಪ್ರಯೋಗಾಲಯಗಳಿಗೆ ನೇರವಾಗಿ ವಿದ್ಯಾರ್ಥಿಗಳನ್ನು ಸಂಪರ್ಕಿಸುತ್ತೇವೆ.",YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.departments.ece.fees,backend/data/locales/kn.json#departments.ece.fees,8. Fees,Department card — ece / fees,"KCET: As per KEA norms | Management: ₹2,00,000/year","Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: KCET: As per KEA norms | Management: ₹2,00,000/year","KCET: KEA ಮಾನದಂಡಗಳ ಪ್ರಕಾರ | ಮ್ಯಾನೇಜ್‌ಮೆಂಟ್ ಕೋಟಾ: ₹2,00,000/ವರ್ಷ","Working literal gloss: KCET: As per KEA norms | Management: ₹2,00,000/year",The official fee amount cannot be selected because production sources conflict.,No candidate fee fact is added; the proposal is a fail-closed contact message.,Wording review is secondary until the official fact owner resolves the amount.,No specific defect established; native review required.,Wording review is secondary until the official fact owner resolves the amount.,Wording review is secondary until the official fact owner resolves the amount.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend content adapters/unit narration + frontend department card locale imports,"ಈ ಮಾಹಿತಿಯನ್ನು ಇನ್ನೂ ಅಧಿಕೃತವಾಗಿ ದೃಢೀಕರಿಸಲಾಗಿಲ್ಲ.
ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ಸಂಬಂಧಿತ ವಿಭಾಗವನ್ನು ಸಂಪರ್ಕಿಸಿ.",ಈ ಮಾಹಿತಿಯನ್ನು ಇನ್ನೂ ಅಧಿಕೃತವಾಗಿ ದೃಢೀಕರಿಸಲಾಗಿಲ್ಲ. ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ಸಂಬಂಧಿತ ವಿಭಾಗವನ್ನು ಸಂಪರ್ಕಿಸಿ.,REQUIRES REVIEW,BLOCKED_OFFICIAL_FACT,YES,,,,
kn.departments.civil.intro,backend/data/locales/kn.json#departments.civil.intro,6. Departments,Department card — civil / intro,Civil Engineering shapes the infrastructure of tomorrow. We build sustainable engineers who design and innovate for the future.,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: Civil Engineering shapes the infrastructure of tomorrow. We build sustainable engineers who design and innovate for the future.",ಸಿವಿಲ್ ಇಂಜಿನಿಯರಿಂಗ್ ನಾಳೆಯ ಮೂಲಸೌಕರ್ಯವನ್ನು ರೂಪಿಸುತ್ತದೆ. ಭವಿಷ್ಯಕ್ಕಾಗಿ ವಿನ್ಯಾಸಗೊಳಿಸುವ ಮತ್ತು ಆವಿಷ್ಕರಿಸುವ ಸುಸ್ಥಿರ ಎಂಜಿನಿಯರ್‌ಗಳನ್ನು ನಾವು ನಿರ್ಮಿಸುತ್ತೇವೆ.,Working literal gloss: Civil Engineering shapes the infrastructure of tomorrow. We build sustainable engineers who design and innovate for the future.,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend content adapters/unit narration + frontend department card locale imports,ಸಿವಿಲ್ ಇಂಜಿನಿಯರಿಂಗ್ ನಾಳೆಯ ಮೂಲಸೌಕರ್ಯವನ್ನು ರೂಪಿಸುತ್ತದೆ. ಭವಿಷ್ಯಕ್ಕಾಗಿ ವಿನ್ಯಾಸಗೊಳಿಸುವ ಮತ್ತು ಆವಿಷ್ಕರಿಸುವ ಸುಸ್ಥಿರ ಎಂಜಿನಿಯರ್‌ಗಳನ್ನು ನಾವು ನಿರ್ಮಿಸುತ್ತೇವೆ.,ಸಿವಿಲ್ ಇಂಜಿನಿಯರಿಂಗ್ ನಾಳೆಯ ಮೂಲಸೌಕರ್ಯವನ್ನು ರೂಪಿಸುತ್ತದೆ. ಭವಿಷ್ಯಕ್ಕಾಗಿ ವಿನ್ಯಾಸಗೊಳಿಸುವ ಮತ್ತು ಆವಿಷ್ಕರಿಸುವ ಸುಸ್ಥಿರ ಎಂಜಿನಿಯರ್‌ಗಳನ್ನು ನಾವು ನಿರ್ಮಿಸುತ್ತೇವೆ.,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.departments.civil.hod_voice,backend/data/locales/kn.json#departments.civil.hod_voice,7. HOD,Department card — civil / hod_voice,Dr. Ananthayya M B guides our mission to transform students into frontrunners and guardians of natural resources.,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: Dr. Ananthayya M B guides our mission to transform students into frontrunners and guardians of natural resources.",ಡಾ. ಅನಂತಯ್ಯ ಎಂ ಬಿ ವಿದ್ಯಾರ್ಥಿಗಳನ್ನು ನೈಸರ್ಗಿಕ ಸಂಪನ್ಮೂಲಗಳ ಮುಂಚೂಣಿಯಲ್ಲಿ ಮತ್ತು ರಕ್ಷಕರನ್ನಾಗಿ ಪರಿವರ್ತಿಸುವ ನಮ್ಮ ಧ್ಯೇಯವನ್ನು ಮಾರ್ಗದರ್ಶನ ಮಾಡುತ್ತಾರೆ.,Working literal gloss: Dr. Ananthayya M B guides our mission to transform students into frontrunners and guardians of natural resources.,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,The sentence has been redrafted as a complete candidate; native reviewer must validate grammar.,No specific defect established; native review required.,Candidate uses revised Kannada ordering; native reviewer must compare it with the current construction.,Candidate targets consistent respectful kiosk language; approval is pending.,No specific defect established; native review required.,None; stored as a complete source value.,narration,backend content adapters/unit narration + frontend department card locale imports,,ಡಾ. ಅನಂತಯ್ಯ ಎಂ ಬಿ ಅವರು ವಿದ್ಯಾರ್ಥಿಗಳನ್ನು ನೈಸರ್ಗಿಕ ಸಂಪನ್ಮೂಲಗಳ ರಕ್ಷಣೆಯ ಮುಂಚೂಣಿಯ ಎಂಜಿನಿಯರ್‌ಗಳನ್ನಾಗಿ ಪರಿವರ್ತಿಸುವ ನಮ್ಮ ಧ್ಯೇಯಕ್ಕೆ ಮಾರ್ಗದರ್ಶನ ನೀಡುತ್ತಾರೆ.,YES,READY_FOR_NATIVE_REVIEW,YES,,,,
kn.departments.civil.achievements,backend/data/locales/kn.json#departments.civil.achievements,10. Achievements,Department card — civil / achievements,"Established in 2010, the department boasts experienced faculty deeply involved in R&D and core structural engineering.","Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: Established in 2010, the department boasts experienced faculty deeply involved in R&D and core structural engineering.",2010 ರಲ್ಲಿ ಸ್ಥಾಪಿತವಾದ ವಿಭಾಗವು ಅನುಭವಿ ಅಧ್ಯಾಪಕರನ್ನು ಆರ್ & ಡಿ ಮತ್ತು ಕೋರ್ ಸ್ಟ್ರಕ್ಚರಲ್ ಎಂಜಿನಿಯರಿಂಗ್‌ನಲ್ಲಿ ಆಳವಾಗಿ ತೊಡಗಿಸಿಕೊಂಡಿದೆ.,"Working literal gloss: Established in 2010, the department boasts experienced faculty deeply involved in R&D and core structural engineering.",No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend content adapters/unit narration + frontend department card locale imports,2010 ರಲ್ಲಿ ಸ್ಥಾಪಿತವಾದ ವಿಭಾಗವು ಅನುಭವಿ ಅಧ್ಯಾಪಕರನ್ನು ಆರ್ & ಡಿ ಮತ್ತು ಕೋರ್ ಸ್ಟ್ರಕ್ಚರಲ್ ಎಂಜಿನಿಯರಿಂಗ್‌ನಲ್ಲಿ ಆಳವಾಗಿ ತೊಡಗಿಸಿಕೊಂಡಿದೆ.,2010 ರಲ್ಲಿ ಸ್ಥಾಪಿತವಾದ ವಿಭಾಗವು ಅನುಭವಿ ಅಧ್ಯಾಪಕರನ್ನು ಆರ್ & ಡಿ ಮತ್ತು ಕೋರ್ ಸ್ಟ್ರಕ್ಚರಲ್ ಎಂಜಿನಿಯರಿಂಗ್‌ನಲ್ಲಿ ಆಳವಾಗಿ ತೊಡಗಿಸಿಕೊಂಡಿದೆ.,REQUIRES REVIEW,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.departments.civil.placement,backend/data/locales/kn.json#departments.civil.placement,9. Placements,Department card — civil / placement,Strong alumni network in reputed global construction and consultancy industries provides excellent career opportunities.,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: Strong alumni network in reputed global construction and consultancy industries provides excellent career opportunities.",ಪ್ರತಿಷ್ಠಿತ ಜಾಗತಿಕ ನಿರ್ಮಾಣ ಮತ್ತು ಸಲಹಾ ಉದ್ಯಮಗಳಲ್ಲಿ ಬಲವಾದ ಹಳೆಯ ವಿದ್ಯಾರ್ಥಿಗಳ ನೆಟ್‌ವರ್ಕ್ ಅತ್ಯುತ್ತಮ ವೃತ್ತಿ ಅವಕಾಶಗಳನ್ನು ಒದಗಿಸುತ್ತದೆ.,Working literal gloss: Strong alumni network in reputed global construction and consultancy industries provides excellent career opportunities.,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend content adapters/unit narration + frontend department card locale imports,ಪ್ರತಿಷ್ಠಿತ ಜಾಗತಿಕ ನಿರ್ಮಾಣ ಮತ್ತು ಸಲಹಾ ಉದ್ಯಮಗಳಲ್ಲಿ ಬಲವಾದ ಹಳೆಯ ವಿದ್ಯಾರ್ಥಿಗಳ ನೆಟ್‌ವರ್ಕ್ ಅತ್ಯುತ್ತಮ ವೃತ್ತಿ ಅವಕಾಶಗಳನ್ನು ಒದಗಿಸುತ್ತದೆ.,ಪ್ರತಿಷ್ಠಿತ ಜಾಗತಿಕ ನಿರ್ಮಾಣ ಮತ್ತು ಸಲಹಾ ಉದ್ಯಮಗಳಲ್ಲಿ ಬಲವಾದ ಹಳೆಯ ವಿದ್ಯಾರ್ಥಿಗಳ ನೆಟ್‌ವರ್ಕ್ ಅತ್ಯುತ್ತಮ ವೃತ್ತಿ ಅವಕಾಶಗಳನ್ನು ಒದಗಿಸುತ್ತದೆ.,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.departments.civil.fees,backend/data/locales/kn.json#departments.civil.fees,8. Fees,Department card — civil / fees,"KCET: ₹1,10,000/year | Management: Priority CET-FEES as per KEA","Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: KCET: ₹1,10,000/year | Management: Priority CET-FEES as per KEA","KCET: ₹1,10,000/ವರ್ಷ | ನಿರ್ವಹಣೆ: ಕೆಇಎ ಪ್ರಕಾರ ಆದ್ಯತೆಯ ಸಿಇಟಿ-ಶುಲ್ಕಗಳು","Working literal gloss: KCET: ₹1,10,000/year | Management: Priority CET-FEES as per KEA",The official fee amount cannot be selected because production sources conflict.,No candidate fee fact is added; the proposal is a fail-closed contact message.,Wording review is secondary until the official fact owner resolves the amount.,No specific defect established; native review required.,Wording review is secondary until the official fact owner resolves the amount.,Wording review is secondary until the official fact owner resolves the amount.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend content adapters/unit narration + frontend department card locale imports,"ಈ ಮಾಹಿತಿಯನ್ನು ಇನ್ನೂ ಅಧಿಕೃತವಾಗಿ ದೃಢೀಕರಿಸಲಾಗಿಲ್ಲ.
ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ಸಂಬಂಧಿತ ವಿಭಾಗವನ್ನು ಸಂಪರ್ಕಿಸಿ.",ಈ ಮಾಹಿತಿಯನ್ನು ಇನ್ನೂ ಅಧಿಕೃತವಾಗಿ ದೃಢೀಕರಿಸಲಾಗಿಲ್ಲ. ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ಸಂಬಂಧಿತ ವಿಭಾಗವನ್ನು ಸಂಪರ್ಕಿಸಿ.,REQUIRES REVIEW,BLOCKED_OFFICIAL_FACT,YES,,,,
kn.departments.mechanical.intro,backend/data/locales/kn.json#departments.mechanical.intro,6. Departments,Department card — mechanical / intro,"Mechanical Engineering is the bedrock of industrial innovation. We instill global competency through practical, ethical education.","Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: Mechanical Engineering is the bedrock of industrial innovation. We instill global competency through practical, ethical education.",ಮೆಕ್ಯಾನಿಕಲ್ ಇಂಜಿನಿಯರಿಂಗ್ ಕೈಗಾರಿಕಾ ನಾವೀನ್ಯತೆಯ ತಳಹದಿಯಾಗಿದೆ. ಪ್ರಾಯೋಗಿಕ ಮತ್ತು ನೈತಿಕ ಶಿಕ್ಷಣದ ಮೂಲಕ ನಾವು ಜಾಗತಿಕ ಸ್ಪರ್ಧಾತ್ಮಕ ಸಾಮರ್ಥ್ಯವನ್ನು ಬೆಳೆಸುತ್ತೇವೆ.,"Working literal gloss: Mechanical Engineering is the bedrock of industrial innovation. We instill global competency through practical, ethical education.",No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend content adapters/unit narration + frontend department card locale imports,ಮೆಕ್ಯಾನಿಕಲ್ ಇಂಜಿನಿಯರಿಂಗ್ ಕೈಗಾರಿಕಾ ನಾವೀನ್ಯತೆಯ ತಳಹದಿಯಾಗಿದೆ. ಪ್ರಾಯೋಗಿಕ ಮತ್ತು ನೈತಿಕ ಶಿಕ್ಷಣದ ಮೂಲಕ ನಾವು ಜಾಗತಿಕ ಸ್ಪರ್ಧಾತ್ಮಕ ಸಾಮರ್ಥ್ಯವನ್ನು ಬೆಳೆಸುತ್ತೇವೆ.,ಮೆಕ್ಯಾನಿಕಲ್ ಇಂಜಿನಿಯರಿಂಗ್ ಕೈಗಾರಿಕಾ ನಾವೀನ್ಯತೆಯ ತಳಹದಿಯಾಗಿದೆ. ಪ್ರಾಯೋಗಿಕ ಮತ್ತು ನೈತಿಕ ಶಿಕ್ಷಣದ ಮೂಲಕ ನಾವು ಜಾಗತಿಕ ಸ್ಪರ್ಧಾತ್ಮಕ ಸಾಮರ್ಥ್ಯವನ್ನು ಬೆಳೆಸುತ್ತೇವೆ.,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.departments.mechanical.hod_voice,backend/data/locales/kn.json#departments.mechanical.hod_voice,7. HOD,Department card — mechanical / hod_voice,"Under Dr. Raghavendra S, we create technologically superior global manpower through active industry participation and R&D.","Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: Under Dr. Raghavendra S, we create technologically superior global manpower through active industry participation and R&D.","ಡಾ. ರಾಘವೇಂದ್ರ ಎಸ್ ಅಡಿಯಲ್ಲಿ, ನಾವು ಸಕ್ರಿಯ ಉದ್ಯಮ ಭಾಗವಹಿಸುವಿಕೆ ಮತ್ತು ಆರ್ & ಡಿ ಮೂಲಕ ತಾಂತ್ರಿಕವಾಗಿ ಉನ್ನತ ಜಾಗತಿಕ ಮಾನವಶಕ್ತಿಯನ್ನು ರಚಿಸುತ್ತೇವೆ.","Working literal gloss: Under Dr. Raghavendra S, we create technologically superior global manpower through active industry participation and R&D.",No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,narration,backend content adapters/unit narration + frontend department card locale imports,,"ಡಾ. ರಾಘವೇಂದ್ರ ಎಸ್ ಅಡಿಯಲ್ಲಿ, ನಾವು ಸಕ್ರಿಯ ಉದ್ಯಮ ಭಾಗವಹಿಸುವಿಕೆ ಮತ್ತು ಆರ್ & ಡಿ ಮೂಲಕ ತಾಂತ್ರಿಕವಾಗಿ ಉನ್ನತ ಜಾಗತಿಕ ಮಾನವಶಕ್ತಿಯನ್ನು ರಚಿಸುತ್ತೇವೆ.",YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.departments.mechanical.achievements,backend/data/locales/kn.json#departments.mechanical.achievements,10. Achievements,Department card — mechanical / achievements,Our well-equipped labs and dedicated researchers provide hands-on technical skill enhancement with modern tools.,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: Our well-equipped labs and dedicated researchers provide hands-on technical skill enhancement with modern tools.",ನಮ್ಮ ಸುಸಜ್ಜಿತ ಲ್ಯಾಬ್‌ಗಳು ಮತ್ತು ಮೀಸಲಾದ ಸಂಶೋಧಕರು ಆಧುನಿಕ ಪರಿಕರಗಳೊಂದಿಗೆ ತಾಂತ್ರಿಕ ಕೌಶಲ್ಯ ವರ್ಧನೆಯನ್ನು ಒದಗಿಸುತ್ತಾರೆ.,Working literal gloss: Our well-equipped labs and dedicated researchers provide hands-on technical skill enhancement with modern tools.,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend content adapters/unit narration + frontend department card locale imports,ನಮ್ಮ ಸುಸಜ್ಜಿತ ಲ್ಯಾಬ್‌ಗಳು ಮತ್ತು ಮೀಸಲಾದ ಸಂಶೋಧಕರು ಆಧುನಿಕ ಪರಿಕರಗಳೊಂದಿಗೆ ತಾಂತ್ರಿಕ ಕೌಶಲ್ಯ ವರ್ಧನೆಯನ್ನು ಒದಗಿಸುತ್ತಾರೆ.,ನಮ್ಮ ಸುಸಜ್ಜಿತ ಲ್ಯಾಬ್‌ಗಳು ಮತ್ತು ಮೀಸಲಾದ ಸಂಶೋಧಕರು ಆಧುನಿಕ ಪರಿಕರಗಳೊಂದಿಗೆ ತಾಂತ್ರಿಕ ಕೌಶಲ್ಯ ವರ್ಧನೆಯನ್ನು ಒದಗಿಸುತ್ತಾರೆ.,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.departments.mechanical.placement,backend/data/locales/kn.json#departments.mechanical.placement,9. Placements,Department card — mechanical / placement,"Core manufacturing and automotive companies actively recruit our skilled, industry-ready graduates.","Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: Core manufacturing and automotive companies actively recruit our skilled, industry-ready graduates.","ಕೋರ್ ಉತ್ಪಾದನೆ ಮತ್ತು ವಾಹನ ಕಂಪನಿಗಳು ನಮ್ಮ ನುರಿತ, ಉದ್ಯಮ-ಸಿದ್ಧ ಪದವೀಧರರನ್ನು ಸಕ್ರಿಯವಾಗಿ ನೇಮಿಸಿಕೊಳ್ಳುತ್ತವೆ.","Working literal gloss: Core manufacturing and automotive companies actively recruit our skilled, industry-ready graduates.",No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend content adapters/unit narration + frontend department card locale imports,"ಕೋರ್ ಉತ್ಪಾದನೆ ಮತ್ತು ವಾಹನ ಕಂಪನಿಗಳು ನಮ್ಮ ನುರಿತ, ಉದ್ಯಮ-ಸಿದ್ಧ ಪದವೀಧರರನ್ನು ಸಕ್ರಿಯವಾಗಿ ನೇಮಿಸಿಕೊಳ್ಳುತ್ತವೆ.","ಕೋರ್ ಉತ್ಪಾದನೆ ಮತ್ತು ವಾಹನ ಕಂಪನಿಗಳು ನಮ್ಮ ನುರಿತ, ಉದ್ಯಮ-ಸಿದ್ಧ ಪದವೀಧರರನ್ನು ಸಕ್ರಿಯವಾಗಿ ನೇಮಿಸಿಕೊಳ್ಳುತ್ತವೆ.",YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.departments.mechanical.fees,backend/data/locales/kn.json#departments.mechanical.fees,8. Fees,Department card — mechanical / fees,"KCET: ₹1,10,000/year | Management: Priority CET-FEES as per KEA","Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: KCET: ₹1,10,000/year | Management: Priority CET-FEES as per KEA","KCET: ₹1,10,000/ವರ್ಷ | ನಿರ್ವಹಣೆ: ಕೆಇಎ ಪ್ರಕಾರ ಆದ್ಯತೆಯ ಸಿಇಟಿ-ಶುಲ್ಕಗಳು","Working literal gloss: KCET: ₹1,10,000/year | Management: Priority CET-FEES as per KEA",The official fee amount cannot be selected because production sources conflict.,No candidate fee fact is added; the proposal is a fail-closed contact message.,Wording review is secondary until the official fact owner resolves the amount.,No specific defect established; native review required.,Wording review is secondary until the official fact owner resolves the amount.,Wording review is secondary until the official fact owner resolves the amount.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend content adapters/unit narration + frontend department card locale imports,"ಈ ಮಾಹಿತಿಯನ್ನು ಇನ್ನೂ ಅಧಿಕೃತವಾಗಿ ದೃಢೀಕರಿಸಲಾಗಿಲ್ಲ.
ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ಸಂಬಂಧಿತ ವಿಭಾಗವನ್ನು ಸಂಪರ್ಕಿಸಿ.",ಈ ಮಾಹಿತಿಯನ್ನು ಇನ್ನೂ ಅಧಿಕೃತವಾಗಿ ದೃಢೀಕರಿಸಲಾಗಿಲ್ಲ. ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ಸಂಬಂಧಿತ ವಿಭಾಗವನ್ನು ಸಂಪರ್ಕಿಸಿ.,REQUIRES REVIEW,BLOCKED_OFFICIAL_FACT,YES,,,,
kn.departments.mba.intro,backend/data/locales/kn.json#departments.mba.intro,6. Departments,Department card — mba / intro,"Our MBA program empowers students with the knowledge, skills, and values needed for holistic corporate development.","Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: Our MBA program empowers students with the knowledge, skills, and values needed for holistic corporate development.","ನಮ್ಮ MBA ಪ್ರೋಗ್ರಾಂ ಸಮಗ್ರ ಸಾಂಸ್ಥಿಕ ಅಭಿವೃದ್ಧಿಗೆ ಅಗತ್ಯವಿರುವ ಜ್ಞಾನ, ಕೌಶಲ್ಯ ಮತ್ತು ಮೌಲ್ಯಗಳೊಂದಿಗೆ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಅಧಿಕಾರ ನೀಡುತ್ತದೆ.","Working literal gloss: Our MBA program empowers students with the knowledge, skills, and values needed for holistic corporate development.",No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend content adapters/unit narration + frontend department card locale imports,"ನಮ್ಮ MBA ಪ್ರೋಗ್ರಾಂ ಸಮಗ್ರ ಸಾಂಸ್ಥಿಕ ಅಭಿವೃದ್ಧಿಗೆ ಅಗತ್ಯವಿರುವ ಜ್ಞಾನ, ಕೌಶಲ್ಯ ಮತ್ತು ಮೌಲ್ಯಗಳೊಂದಿಗೆ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಅಧಿಕಾರ ನೀಡುತ್ತದೆ.","ನಮ್ಮ MBA ಪ್ರೋಗ್ರಾಂ ಸಮಗ್ರ ಸಾಂಸ್ಥಿಕ ಅಭಿವೃದ್ಧಿಗೆ ಅಗತ್ಯವಿರುವ ಜ್ಞಾನ, ಕೌಶಲ್ಯ ಮತ್ತು ಮೌಲ್ಯಗಳೊಂದಿಗೆ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಅಧಿಕಾರ ನೀಡುತ್ತದೆ.",YES,READY_FOR_NATIVE_REVIEW,NO,,,,
